date, pm25, pm10, o3, no2, so2, co
2023/9/26, 160, 84, 24, 9, 1, 6
2023/9/27, 137, 90, 35, 9, 1, 5
2023/9/28, 138, 102, 43, 12, 2, 6
2023/9/29, 156, 99, 35, 9, 2, 4
2023/9/30, 149, 94, 31, 8, 1, 5
2023/4/1, 109, 86, 24, 11, 1, 5
2023/4/2, 120, 113, 31, 12, 2, 10
2023/4/3, 141, 74, 25, 9, 2, 10
2023/4/4, 102, 98, 26, 12, 2, 11
2023/4/5, 113, 107, 24, 11, 2, 10
2023/4/6, 93, 92, 26, 12, 3, 10
2023/4/7, 109, 114, 35, 13, 2, 8
2023/4/8, 128, 83, 26, 12, 2, 11
2023/4/9, 97, 115, 32, 16, 2, 11
2023/4/10, 141, 183, 32, 17, 4, 13
2023/4/11, 179, 138, 25, 15, 2, 13
2023/4/12, 140, 139, 28, 15, 2, 13
2023/4/13, 147, 132, 25, 17, 3, 16
2023/4/14, 142, 139, 37, 21, 3, 16
2023/4/15, 144, 161, 20, 25, 2, 12
2023/4/16, 141, 120, 32, 18, 2, 20
2023/4/17, 97, 145, 20, 17, 2, 9
2023/4/18, 124, 213, 30, 10, 2, 6
2023/4/19, 133, 94, 24, 10, 2, 14
2023/4/20, 105, 101, 29, 10, 2, 15
2023/4/21, 105, 102, 36, 11, 2, 15
2023/4/22, 109, 88, 24, 9, 1, 20
2023/4/23, 76, 109, 34, 16, 3, 13
2023/4/24, 118, 111, 36, 13, 2, 14
2023/4/25, 136, 147, 46, 18, 2, 17
2023/4/26, 163, 194, 41, 13, 2, 14
2023/4/27, 163, 114, 33, 16, 3, 17
2023/4/28, 143, 132, 25, 12, 2, 11
2023/4/29, 143, 78, 27, 10, 3, 15
2023/4/30, 126, 67, 9, 8, 2, 15
2023/5/1, 129, 65, 16, 7, 2, 15
2023/5/2, 115, 70, 17, 9, 2, 15
2023/5/3, 122, 84, 39, 11, 2, 15
2023/5/4, 139, 109, 36, 14, 2, 15
2023/5/5, 162, 132, 22, 14, 3, 15
2023/5/6, 155, 114, 33, 12, 2, 13
2023/5/7, 142, 102, 24, 12, 2, 14
2023/5/8, 131, 140, 39, 13, 3, 14
2023/5/9, 163, 117, 35, 13, 3, 15
2023/5/10, 145, 218, 44, 21, 4, 18
2023/5/11, 206, 161, 40, 20, 2, 21
2023/5/12, 157, 161, 46, 20, 3, 17
2023/5/13, 170, 187, 37, 15, 3, 14
2023/5/14, 172, 103, 20, 9, 2, 15
2023/5/15, 78, 510, 23, 8, 2, 15
2023/5/16, 159, 235, 23, 13, 3, 13
2023/5/17, 147, 83, 33, 6, 2, 13
2023/5/18, 96, 103, 35, 8, 3, 13
2023/5/19, 132, 119, 36, 11, 3, 15
2023/5/20, 131, 141, 44, 18, 3, 20
2023/5/21, 144, 144, 23, 10, 2, 15
2023/5/22, 122, 160, 21, 6, 2, 12
2023/5/23, 103, 80, 17, 5, 2, 11
2023/5/24, 73, 100, 33, 6, 2, 10
2023/5/25, 74, 77, 29, 9, 2, 13
2023/5/26, 69, 72, 28, 12, 2, 13
2023/5/27, 92, 96, 29, 13, 2, 7
2023/5/28, 127, 94, 21, 9, 2, 10
2023/5/29, 96, 77, 27, 8, 2, 12
2023/5/30, 112, 56, 20, 8, 2, 9
2023/5/31, 88, 71, 25, 9, 2, 14
2023/6/1, 108, 77, 30, 9, 2, 13
2023/6/2, 98, 83, 30, 11, 3, 12
2023/6/3, 115, 119, 29, 14, 3, 15
2023/6/4, 155, 96, 33, 10, 2, 14
2023/6/5, 137, 246, 39, 8, 2, 14
2023/6/6, 135, 355, 35, 9, 3, 15
2023/6/7, 161, 103, 34, 12, 3, 14
2023/6/8, 121, 99, 28, 8, 2, 12
2023/6/9, 104, 100, 20, 8, 2, 14
2023/6/10, 89, 97, 26, 6, 1, 15
2023/6/11, 93, 115, 23, 7, 2, 14
2023/6/12, 116, 156, 15, 8, 2, 13
2023/6/13, 129, 139, 11, 4, 2, 14
2023/6/14, 103, 100, 14, 5, 2, 13
2023/6/15, 86, 83, 13, 8, 2, 16
2023/6/16, 95, 83, 18, 7, 1, 9
2023/6/17, 105, 69, 14, 5, 2, 13
2023/6/18, 92, 63, 7, 6, 1, 15
2023/6/19, 82, 78, 13, 7, 2, 14
2023/6/20, 115, 81, 18, 7, 1, 14
2023/6/21, 110, 81, 2, 11, 1, 15
2023/6/22, 112, 103, 12, 8, 1, 14
2023/6/23, 132, 103, 10, 8, 1, 14
2023/6/24, 130, 43, 10, , 1, 13
2023/6/25, 78, 70, 12, 28, 1, 14
2023/6/26, 114, 62, 9, 21, 1, 14
2023/6/27, 100, 70, 18, 23, 1, 16
2023/6/28, 93, 76, 22, 19, 1, 13
2023/6/29, 107, 59, 14, 21, 1, 13
2023/6/30, 84, 54, 15, 15, 1, 13
2023/1/2, 310, 210, 4, 13, 4, 6
2023/1/3, 309, 162, 8, 12, 3, 9
2023/1/4, 245, 179, 7, 14, 2, 8
2023/1/5, 275, 296, 6, 16, 2, 9
2023/1/6, 336, 279, 5, 15, 4, 9
2023/1/7, 296, 241, 9, 13, 2, 10
2023/1/8, 323, 408, 4, 19, 2, 11
2023/1/9, 442, 250, 7, 13, 2, 10
2023/1/10, 310, 169, 8, 12, 2, 6
2023/1/11, 243, 156, 11, 10, 2, 7
2023/1/12, 243, 168, 13, 12, 3, 8
2023/1/13, 268, 130, 13, 9, 2, 5
2023/1/14, 215, 104, 18, 13, 3, 8
2023/1/15, 158, 147, 20, 16, 2, 8
2023/1/16, 207, 146, 17, 16, 1, 11
2023/1/17, 216, 182, 21, 18, 2, 7
2023/1/18, 230, 230, 18, 23, 3, 7
2023/1/19, 274, 94, 16, 10, 2, 2
2023/1/20, 165, 179, 20, 17, 2, 8
2023/1/21, 244, 223, 20, 18, 3, 10
2023/1/22, 309, 154, 19, 17, 3, 10
2023/1/23, 224, 96, 9, 11, 2, 9
2023/1/24, 157, 97, 4, 11, 2, 12
2023/1/25, 171, 115, 7, 8, 1, 10
2023/1/26, 201, 95, 19, 12, 1, 10
2023/1/27, 170, 115, 23, 17, 2, 14
2023/1/28, 179, 155, 6, 17, 1, 20
2023/1/29, 248, 58, 3, 11, 1, 11
2023/1/30, 136, 82, 3, 8, , 14
2023/1/31, 164, 85, 7, 9, , 11
2023/2/1, 164, 93, 10, 13, 1, 11
2023/2/2, 164, 109, 10, 14, 1, 14
2023/2/3, 169, 128, 11, 13, 1, 12
2023/2/4, 188, 109, 12, 12, 1, 14
2023/2/5, 169, 157, 9, 13, 1, 21
2023/2/6, 204, 133, 6, 13, 1, 12
2023/2/7, 182, 89, 10, 13, 1, 12
2023/2/8, 147, 106, 10, 16, 1, 11
2023/2/9, 132, 107, 3, 14, 2, 14
2023/2/10, 169, 153, 15, 15, 1, 12
2023/2/11, 199, 84, 18, 8, 2, 9
2023/2/12, 122, 84, 19, 7, 2, 9
2023/2/13, 114, 86, 21, 12, 2, 11
2023/2/14, 135, 114, 23, 16, 2, 12
2023/2/15, 167, 181, 28, 25, 2, 12
2023/2/16, 215, 232, 27, 27, 2, 18
2023/2/17, 254, 207, 32, 23, 2, 20
2023/2/18, 250, 181, 30, 18, 2, 18
2023/2/19, 227, 172, 27, 17, 2, 16
2023/2/20, 216, 141, 25, 19, 1, 14
2023/2/21, 186, 145, 22, 14, 2, 16
2023/2/22, 199, 111, 18, 13, 1, 12
2023/2/23, 148, 115, 24, 15, 2, 14
2023/2/24, 158, 143, 33, 17, 2, 12
2023/2/25, 177, 204, 29, 19, 3, 14
2023/2/26, 203, 142, 28, 19, 2, 17
2023/2/27, 179, 125, 18, 14, 1, 13
2023/2/28, 161, 129, 16, 14, 1, 11
2023/3/1, 149, 127, 23, 14, 1, 13
2023/3/2, 162, 88, 17, 10, 1, 9
2023/3/3, 134, 84, 15, 9, 1, 11
2023/3/4, 122, 78, 20, 9, 1, 9
2023/3/5, 122, 78, 24, 10, 1, 12
2023/3/6, 130, 102, 28, 13, 1, 13
2023/3/7, 142, 102, , 10, 2, 27
2023/3/8, 170, 80, 1, 12, 1, 16
2023/3/9, 126, 110, 1, 13, 2, 12
2023/3/10, 165, 115, 1, 15, 2, 14
2023/3/11, 153, 137, 1, 17, 2, 14
2023/3/12, 168, 125, 1, 18, 1, 13
2023/3/13, 156, 119, 1, 14, 2, 12
2023/3/14, 162, 119, 1, 19, 1, 16
2023/3/15, 152, 151, 1, 17, 2, 12
2023/3/16, 175, 150, 1, 16, 4, 10
2023/3/17, 181, 84, 13, 13, 2, 10
2023/3/18, 147, 99, 30, 11, 2, 10
2023/3/19, 166, 76, 15, 9, 1, 9
2023/3/20, 122, 50, 19, 8, 2, 10
2023/3/21, 119, 107, 29, 11, 2, 9
2023/3/22, 165, 82, 25, 12, 2, 13
2023/3/23, 128, 113, 14, 14, 2, 12
2023/3/24, 155, 46, 20, 8, 1, 12
2023/3/25, 91, 111, 24, 10, 1, 10
2023/3/26, 140, 74, 27, 9, 2, 10
2023/3/27, 120, 83, 27, 11, 2, 11
2023/3/28, 128, 117, 37, 14, 2, 11
2023/3/29, 153, 91, 34, 10, 2, 10
2023/3/30, 138, 42, 22, 10, 2, 8
2023/3/31, 86, 71, 28, 10, 2, 9
2022/10/1, 150, 98, 16, 12, 2, 10
2022/10/2, 149, 78, 14, 10, 1, 5
2022/10/3, 114, 92, 22, 13, 2, 7
2022/10/4, 141, 111, 19, 13, 2, 6
2022/10/5, 172, 30, 4, 5, 1, 4
2022/10/6, 54, 26, 3, 6, 2, 5
2022/10/7, 64, 6, 1, 7, 2, 4
2022/10/8, 43, 5, 4, 7, 2, 4
2022/10/9, 37, 7, 1, 5, 1, 4
2022/10/10, 46, 64, 11, 12, 2, 16
2022/10/11, 119, 90, 16, 11, 1, 7
2022/10/12, 153, 79, 19, 11, 1, 7
2022/10/13, 125, 101, 23, 13, 2, 7
2022/10/14, 155, 115, 26, 14, 2, 11
2022/10/15, 166, 130, 33, 15, 3, 12
2022/10/16, 175, 130, 31, 18, 2, 14
2022/10/17, 174, 131, 30, 17, 3, 16
2022/10/18, 174, 141, 28, 19, 2, 16
2022/10/19, 170, 151, 30, 20, 2, 18
2022/10/20, 177, 149, 19, 23, 2, 19
2022/10/21, 178, 147, 17, 16, 2, 16
2022/10/22, 185, 131, 22, 19, 2, 14
2022/10/23, 186, 152, 32, 16, 3, 11
2022/10/24, 230, 212, 28, 14, 4, 12
2022/10/25, 222, 143, 31, 20, 2, 13
2022/10/26, 195, 173, 17, 23, 2, 22
2022/10/27, 235, 196, 27, 25, 3, 17
2022/10/28, 247, 225, 29, 23, 2, 19
2022/10/29, 284, 176, 29, 20, 2, 24
2022/10/30, 238, 217, 18, 25, 2, 18
2022/10/31, 296, 265, 29, 27, 2, 17
2022/11/1, 313, 269, 26, 20, 1, 15
2022/11/2, 307, 441, 27, 25, 1, 17
2022/11/3, 442, 367, , 27, 1, 20
2022/11/4, 389, 182, , 16, 1, 13
2022/11/5, 262, 162, , 17, 1, 14
2022/11/6, 233, 166, 10, 23, 3, 19
2022/11/7, 201, 237, 11, 15, 1, 14
2022/11/8, 323, 108, 21, 17, 2, 11
2022/11/9, 168, 144, 22, 17, 1, 13
2022/11/10, 207, 211, 20, 14, 1, 12
2022/11/11, 288, 183, 23, 15, 2, 9
2022/11/12, 272, 141, 23, 18, 3, 14
2022/11/13, 223, 139, 21, 19, 2, 18
2022/11/14, 201, 115, 19, 20, 2, 13
2022/11/15, 167, 117, 18, 15, 2, 11
2022/11/16, 178, 123, 20, 15, 1, 12
2022/11/17, 200, 140, 23, 16, 2, 12
2022/11/18, 211, 144, 23, 21, 2, 16
2022/11/19, 197, 153, 23, 19, 2, 15
2022/11/20, 222, 140, 20, 18, 2, 13
2022/11/21, 213, 122, 20, 16, 2, 9
2022/11/22, 183, 113, 20, 16, 2, 9
2022/11/23, 171, 114, 21, 17, 2, 9
2022/11/24, 173, 156, 23, 22, 2, 12
2022/11/25, 195, 172, 25, 22, 2, 19
2022/11/26, 245, 157, 22, 21, 2, 15
2022/11/27, 235, 181, 18, 26, 2, 16
2022/11/28, 242, 206, 20, 27, 2, 19
2022/11/29, 269, 182, 19, 22, 2, 19
2022/11/30, 247, 192, 23, 21, 2, 22
2022/12/1, 269, 174, 17, 23, 2, 13
2022/12/2, 235, 212, 19, 24, 2, 14
2022/12/3, 272, 195, 20, 19, 1, 18
2022/12/4, 279, 154, 17, 20, 2, 16
2022/12/5, 240, 160, 16, 18, 2, 14
2022/12/6, 256, 127, 16, 14, 2, 12
2022/12/7, 198, 127, 17, 16, 2, 15
2022/12/8, 193, 159, 20, 19, 2, 18
2022/12/9, 223, 212, 6, 21, 2, 16
2022/12/10, 276, 136, 11, 16, 2, 14
2022/12/11, 209, 114, 11, 14, 1, 13
2022/12/12, 171, 93, 12, 11, 1, 8
2022/12/13, 149, 90, 18, 7, 1, 7
2022/12/14, 158, 108, 14, 15, 3, 11
2022/12/15, 159, 111, 16, 15, 2, 14
2022/12/16, 177, 136, 16, 16, 1, 19
2022/12/17, 214, 215, 17, 18, 2, 23
2022/12/18, 303, 238, 14, 20, 2, 27
2022/12/19, 276, 199, 14, 17, 2, 20
2022/12/20, 286, 178, 7, 13, 1, 14
2022/12/21, 250, 240, 9, 17, 2, 16
2022/12/22, 312, 211, 11, 20, 3, 18
2022/12/23, 300, 158, 10, 16, 3, 12
2022/12/24, 248, 145, 8, 11, 2, 10
2022/12/25, 223, 233, 3, 18, 3, 16
2022/12/26, 312, 155, 11, 14, 2, 15
2022/12/27, 257, 135, 16, 15, 3, 12
2022/12/28, 221, 196, 17, 22, 3, 14
2022/12/29, 261, 226, 10, 16, 2, 13
2022/12/30, 320, 165, 10, 12, 2, 8
2022/12/31, 244, 117, 17, 12, 3, 10
2023/1/1, 196, 207, 11, 15, 2, 9
2022/7/1, 109, 68, 10, 8, 2, 12
2022/7/2, 117, 54, 9, 8, 2, 14
2022/7/3, 100, 106, 11, 12, 2, 16
2022/7/4, 162, 109, 2, 9, 1, 12
2022/7/5, 155, 84, 1, 5, 2, 10
2022/7/6, 144, 72, 2, 9, 2, 11
2022/7/7, 94, 76, 7, 10, 2, 12
2022/7/8, 102, 77, 4, 9, 1, 11
2022/7/9, 115, 69, 8, 8, 1, 11
2022/7/10, 105, 79, 13, 14, 1, 14
2022/7/11, 122, 72, 7, 14, 1, 13
2022/7/12, 105, 74, 11, 11, 1, 13
2022/7/13, 105, 72, 11, 11, 1, 12
2022/7/14, 93, 63, 12, 8, 2, 11
2022/7/15, 70, 51, 24, 9, 2, 12
2022/7/16, 78, 50, 15, 8, 1, 11
2022/7/17, 86, 81, 13, 9, 1, 12
2022/7/18, 120, 84, 23, 13, 1, 14
2022/7/19, 118, 60, 6, 8, 1, 12
2022/7/20, 90, 70, 21, 14, 1, 12
2022/7/21, 114, 73, 6, 10, , 13
2022/7/22, 131, 48, 7, 9, 1, 11
2022/7/23, 80, 47, 8, 7, 1, 11
2022/7/24, 68, 48, 7, 6, 1, 11
2022/7/25, 68, 51, 7, 6, 1, 11
2022/7/26, 82, 55, 6, 7, 1, 11
2022/7/27, 88, 41, 7, 8, 1, 12
2022/7/28, 65, 35, 4, 7, 1, 12
2022/7/29, 57, 45, 4, 8, 1, 12
2022/7/30, 65, 46, 6, 8, 1, 13
2022/7/31, 73, 55, 7, 8, 1, 12
2022/8/1, 69, 63, 12, 9, 1, 13
2022/8/2, 86, 93, 11, 14, , 11
2022/8/3, 134, 74, 6, 10, 1, 12
2022/8/4, 129, 58, 4, 10, 1, 14
2022/8/5, 111, 79, 13, 12, 1, 14
2022/8/6, 140, 67, 3, 10, 1, 11
2022/8/7, 115, 78, 14, 10, 1, 15
2022/8/8, 127, 78, 9, 10, 1, 12
2022/8/9, 116, 61, 8, 9, 1, 11
2022/8/10, 68, 47, 3, 7, 1, 11
2022/8/11, 55, 57, 4, 9, 1, 11
2022/8/12, 78, 55, 8, 8, 1, 13
2022/8/13, 90, 53, 9, 9, 1, 11
2022/8/14, 81, 41, 6, 6, 1, 11
2022/8/15, 67, 44, 5, 5, 1, 10
2022/8/16, 60, 38, 5, 6, , 6
2022/8/17, 47, 47, 11, 9, 1, 2
2022/8/18, 62, 47, 8, 7, 1, 2
2022/8/19, 58, 69, 8, 11, 1, 3
2022/8/20, 92, 89, 15, 10, 1, 3
2022/8/21, 130, 78, 6, 8, 1, 2
2022/8/22, 104, 57, 7, 5, 1, 1
2022/8/23, 81, 53, 5, 8, 1, 2
2022/8/24, 73, 74, 20, 11, 1, 2
2022/8/25, 102, 78, 9, 9, 1, 9
2022/8/26, 100, 79, 9, 7, 1, 10
2022/8/27, 97, 94, 8, 8, 1, 11
2022/8/28, 102, 96, 16, 9, 1, 10
2022/8/29, 110, 89, 14, 13, 1, 13
2022/8/30, 127, 85, 13, 10, 1, 12
2022/8/31, 116, 81, 19, 12, 1, 11
2022/9/1, 119, 86, 9, 14, 1, 15
2022/9/2, 115, 77, 8, 7, 1, 9
2022/9/3, 90, 64, 11, 8, 1, 12
2022/9/4, 67, 66, 15, 8, 1, 11
2022/9/5, 72, 88, 12, 10, 1, 7
2022/9/6, 103, 87, 20, 11, 2, 7
2022/9/7, 115, 101, 25, 12, 2, 6
2022/9/8, 150, 90, 18, 10, 1, 6
2022/9/9, 147, 74, 8, 9, 1, 6
2022/9/10, 135, 63, 12, 8, 1, 6
2022/9/11, 96, 59, 9, 8, 1, 6
2022/9/12, 77, 51, 5, 7, 2, 5
2022/9/13, 53, 46, 5, 7, 2, 5
2022/9/14, 55, 36, 5, 6, 2, 5
2022/9/15, 57, 23, 2, 7, 1, 8
2022/9/16, 44, 69, 13, 8, 1, 6
2022/9/17, 94, 85, 21, 10, 2, 7
2022/9/18, 113, 116, 12, 13, 1, 9
2022/9/19, 158, 90, 17, 11, 2, 9
2022/9/20, 130, 77, 10, 11, 1, 7
2022/9/21, 122, 45, 5, 8, 1, 7
2022/9/22, 84, 36, 3, 9, 1, 7
2022/9/23, 91, 29, 1, 7, 1, 5
2022/9/24, 79, 21, 7, 7, 1, 6
2022/9/25, 67, 61, 10, 9, 1, 7
2022/9/26, 126, 69, 11, 10, 1, 7
2022/9/27, 113, 88, 13, 11, 1, 9
2022/9/28, 138, 85, 14, 11, 1, 8
2022/9/29, 147, 96, 20, 13, 1, 6
2022/9/30, 166, 88, 10, 15, 2, 14
2022/4/1, 135, 120, 33, 25, 2, 9
2022/4/2, 166, 109, 32, 21, 2, 9
2022/4/3, 163, 149, 26, 21, 2, 9
2022/4/4, 173, 151, 26, 21, 2, 10
2022/4/5, 165, 147, 26, 23, 2, 9
2022/4/6, 166, 138, 28, 23, 2, 9
2022/4/7, 181, 150, 25, 25, 3, 9
2022/4/8, 143, 217, 35, 24, 5, 10
2022/4/9, 165, 240, 31, 21, 5, 9
2022/4/10, 175, 207, 30, 25, 5, 11
2022/4/11, 178, 238, 20, 29, 4, 15
2022/4/12, 178, 318, 19, 26, 3, 14
2022/4/13, 185, 291, 31, 13, 3, 9
2022/4/14, 153, 150, 40, 20, 4, 12
2022/4/15, 152, 223, 36, 24, 5, 14
2022/4/16, 177, 200, 43, 27, 4, 16
2022/4/17, 181, 265, 49, 35, 4, 20
2022/4/18, 182, 271, 28, 23, 4, 12
2022/4/19, 187, 203, 23, 17, 4, 12
2022/4/20, 158, 204, 2, 20, 4, 19
2022/4/21, 156, 159, 32, 17, 3, 14
2022/4/22, 137, 220, 31, 23, 3, 15
2022/4/23, 167, 231, 33, 19, 5, 11
2022/4/24, 197, 218, 33, 14, 4, 10
2022/4/25, 167, 143, 34, 22, 3, 15
2022/4/26, 164, 222, 36, 26, 4, 15
2022/4/27, 199, 257, 29, 26, 4, 20
2022/4/28, 216, 289, 24, 24, 5, 14
2022/4/29, 224, 199, 22, 22, 5, 13
2022/4/30, 182, 213, 17, 13, 3, 8
2022/5/1, 168, 158, 19, 10, 3, 11
2022/5/2, 156, 264, 16, 11, 3, 12
2022/5/3, 171, 143, 13, 12, 3, 11
2022/5/4, 147, 114, 38, 19, 3, 15
2022/5/5, 147, 202, 25, 20, 3, 11
2022/5/6, 200, 169, 34, 15, 3, 10
2022/5/7, 161, 142, 11, 13, 4, 11
2022/5/9, 149, 107, 22, 10, 2, 10
2022/5/10, 154, 110, 25, 11, 3, 11
2022/5/11, 153, 122, 31, 12, 3, 11
2022/5/12, 157, 173, 45, 21, 3, 16
2022/5/13, 165, 211, 37, 25, 3, 18
2022/5/14, 168, 214, 28, 25, 3, 18
2022/5/15, 155, 361, 21, 15, 2, 13
2022/5/16, 184, 156, 43, 15, 3, 11
2022/5/17, 143, 181, 35, 17, 4, 11
2022/5/18, 158, 166, 35, 19, 4, 13
2022/5/19, 165, 245, 27, 19, 2, 11
2022/5/20, 164, 265, 22, 11, 2, 9
2022/5/21, 151, 126, 42, 12, 3, 9
2022/5/22, 151, 74, 16, 7, 2, 9
2022/5/23, 81, 61, 21, 10, 2, 11
2022/5/24, 110, 122, 36, 16, 2, 12
2022/5/25, 171, 147, 59, 19, 3, 11
2022/5/26, 173, 145, 21, 15, 2, 10
2022/5/27, 163, 319, 17, 14, 2, 12
2022/5/28, 173, 188, 26, 11, 3, 10
2022/5/29, 160, 146, 26, 11, 2, 10
2022/5/30, 157, 406, 37, 26, 2, 21
2022/5/31, 184, 236, 35, 21, 2, 14
2022/6/1, 164, 177, 30, 23, 2, 16
2022/6/2, 152, 206, 37, 23, 3, 16
2022/6/3, 156, 175, 38, 24, 2, 17
2022/6/4, 148, 156, 25, 18, 2, 11
2022/6/5, 134, 151, 23, 24, 2, 19
2022/6/6, 129, 314, 22, 17, 1, 12
2022/6/7, 164, 305, 18, 13, 2, 11
2022/6/8, 157, 172, 23, 15, 1, 12
2022/6/9, 138, 298, 18, 13, 2, 10
2022/6/10, 161, 218, 18, 12, 2, 12
2022/6/11, 149, 215, 22, 13, 2, 12
2022/6/12, 154, 141, 19, 10, 1, 11
2022/6/13, 120, 174, 17, 8, 2, 10
2022/6/14, 131, 92, 18, 6, 2, 10
2022/6/15, 86, 97, 26, 8, 2, 11
2022/6/16, 90, 62, 12, 10, 2, 11
2022/6/17, 82, 58, 14, 9, 1, 12
2022/6/18, 103, 83, 14, 11, 1, 12
2022/6/19, 124, 86, 21, 12, 2, 11
2022/6/20, 126, 93, 18, 15, 2, 12
2022/6/21, 127, 109, 22, 13, 1, 11
2022/6/22, 139, 120, 27, 12, 1, 10
2022/6/23, 139, 133, 32, 15, 2, 13
2022/6/24, 145, 170, 57, 19, 2, 14
2022/6/25, 161, 104, 19, 10, 2, 11
2022/6/26, 148, 95, 17, 8, 1, 11
2022/6/27, 144, 120, 16, 10, 1, 13
2022/6/28, 164, 116, 6, 8, 2, 12
2022/6/29, 142, 61, 4, 11, 1, 12
2022/6/30, 117, 61, 2, 10, 2, 13
2022/1/3, 275, 184, 12, 20, 2, 10
2022/1/4, 267, 229, 2, 16, 2, 8
2022/1/5, 345, 86, 7, 9, 2, 9
2022/1/6, 183, 70, 5, 8, 2, 9
2022/1/7, 153, 52, 4, 7, 2, 8
2022/1/8, 131, 57, 2, 7, 2, 9
2022/1/9, 121, 99, 10, 10, 2, 9
2022/1/10, 175, 106, 11, 10, 2, 8
2022/1/11, 185, 130, 13, 12, 2, 10
2022/1/12, 187, 219, 6, 16, 2, 9
2022/1/13, 309, 184, 4, 12, 2, 8
2022/1/14, 276, 130, 3, 9, 2, 8
2022/1/15, 211, 129, 10, 10, 2, 9
2022/1/16, 214, 159, 8, 12, 2, 8
2022/1/17, 252, 171, 8, 12, 2, 9
2022/1/18, 258, 205, 11, 13, 2, 9
2022/1/19, 261, 206, 8, 10, 2, 9
2022/1/20, 284, 160, 11, 13, 2, 9
2022/1/21, 245, 107, 5, 9, 2, 8
2022/1/22, 200, 99, 6, 8, 2, 10
2022/1/23, 190, 131, , 12, 2, 10
2022/1/24, 200, 130, , 10, 2, 9
2022/1/25, 202, 124, 3, 9, 2, 9
2022/1/26, 199, 123, 13, 13, 2, 8
2022/1/27, 205, 107, 20, 15, 2, 9
2022/1/28, 180, 120, 20, 16, 2, 9
2022/1/29, 198, 127, 22, 14, 2, 9
2022/1/30, 213, 185, 14, 15, 2, 9
2022/1/31, 302, 156, 11, 20, 1, 9
2022/2/1, 267, 132, 24, 12, 1, 9
2022/2/2, 235, 109, 11, 8, 2, 8
2022/2/3, 214, 62, 11, 9, 1, 9
2022/2/4, 137, 118, 14, 14, 1, 10
2022/2/5, 203, 117, 21, 17, 1, 8
2022/2/6, 200, 121, 20, 17, 2, 9
2022/2/7, 184, 149, 19, 18, 2, 9
2022/2/8, 200, 104, 13, 13, 2, 8
2022/2/9, 174, 105, 17, 13, 2, 8
2022/2/10, 163, 109, 20, 16, 2, 8
2022/2/11, 161, 105, 22, 16, 2, 9
2022/2/12, 160, 137, 24, 17, 2, 9
2022/2/13, 193, 136, 24, 16, 2, 10
2022/2/14, 181, 155, 22, 18, 2, 10
2022/2/15, 173, 198, 20, 23, 2, 9
2022/2/16, 199, 148, 22, 19, 2, 9
2022/2/17, 175, 132, 17, 17, 1, 8
2022/2/18, 174, 114, 21, 15, 1, 8
2022/2/19, 163, 105, 22, 14, 1, 9
2022/2/20, 172, 107, 18, 17, 1, 10
2022/2/21, 147, 157, 22, 13, 1, 9
2022/2/22, 172, 120, 19, 11, 1, 10
2022/2/23, 183, 168, 21, 17, 1, 9
2022/2/24, 222, 152, 20, 15, 1, 8
2022/2/25, 209, 49, 15, 9, 1, 9
2022/2/26, 77, 61, 18, 10, 1, 8
2022/2/27, 106, 75, 18, 14, 1, 9
2022/2/28, 111, 106, 27, 15, 1, 9
2022/3/1, 166, 130, 24, 17, 2, 9
2022/3/2, 176, 104, 21, 15, 1, 9
2022/3/3, 155, 96, 16, 11, 1, 8
2022/3/4, 156, 74, 21, 12, 1, 9
2022/3/5, 131, 101, 29, 17, 1, 9
2022/3/6, 161, 163, 32, 22, 2, 10
2022/3/7, 184, 152, 21, 18, 2, 9
2022/3/8, 180, 101, 17, 15, 2, 8
2022/3/9, 138, 97, 20, 14, 2, 9
2022/3/10, 129, 107, 20, 15, 1, 8
2022/3/11, 152, 106, 24, 15, 1, 9
2022/3/12, 149, 119, 26, 17, 2, 9
2022/3/13, 164, 158, 28, 16, 2, 8
2022/3/14, 180, 146, 26, 16, 2, 8
2022/3/15, 183, 126, 20, 14, 1, 8
2022/3/16, 163, 141, 41, 17, 2, 9
2022/3/17, 183, 132, 3, 12, 1, 8
2022/3/18, 196, 126, 18, 13, 1, 9
2022/3/19, 180, 132, 25, 17, 2, 9
2022/3/20, 167, 166, 25, 15, 2, 8
2022/3/21, 192, 112, 25, 10, 2, 8
2022/3/22, 156, 139, 28, 18, 2, 10
2022/3/23, 166, 212, 17, 20, 2, 9
2022/3/24, 170, 131, 19, 16, 2, 8
2022/3/25, 157, 137, 20, 15, 2, 9
2022/3/26, 157, 131, 7, 19, 1, 10
2022/3/27, 163, 155, 24, 23, 1, 10
2022/3/28, 159, 159, 24, 20, 1, 9
2022/3/29, 160, 219, 36, 25, 2, 10
2022/3/30, 178, 279, 29, 26, 2, 9
2022/3/31, 208, 115, 25, 17, 2, 10
2021/10/1, 128, 83, 14, 9, 1, 9
2021/10/2, 134, 71, 9, 7, 1, 8
2021/10/3, 89, 75, 12, 9, 1, 11
2021/10/4, 77, 86, 28, 9, 1, 9
2021/10/5, 110, 83, 17, 9, 1, 8
2021/10/6, 127, 93, 24, 10, 1, 9
2021/10/7, 147, 127, 26, 10, 2, 7
2021/10/8, 155, 115, 26, 13, 2, 13
2021/10/9, 123, 115, 23, 12, 2, 12
2021/10/10, 132, 105, 21, 13, 2, 15
2021/10/11, 129, 130, 22, 14, 2, 12
2021/10/12, 144, 123, 7, 13, 2, 8
